
21;1;12/15/2024 7:39:39 PM;5.699996;45.60085;0.4291072;0.3362808;0.2900618;0.7795503;0.4912422;0.467339;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.001800001;1.033162;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:39 PM;5.699996;0;0.4291072;0.3362808;0.2900618;0.7795503;0.4912422;0.467339;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.001800001;1.033162;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:39 PM;5.919995;1.759999;0.4278072;0.3362808;0.2900618;0.7775785;0.4923569;0.4685374;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.0004999936;1.032749;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:39 PM;5.919995;0;0.4278072;0.3362808;0.2900618;0.7775785;0.4923569;0.4685374;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.0004999936;1.032749;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:39 PM;6.159995;1.919999;0.4276607;0.3366343;0.2900618;0.7769097;0.4928125;0.4680661;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.0004999881;1.032249;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:39 PM;6.159995;0;0.4276607;0.3366343;0.2900618;0.7769097;0.4928125;0.4680661;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.0004999881;1.032249;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:40 PM;6.439995;2.239999;0.4330072;0.3362808;0.2900618;0.7854268;0.4878789;0.4637207;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.005699992;1.034388;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:40 PM;6.439995;0;0.4330072;0.3362808;0.2900618;0.7854268;0.4878789;0.4637207;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.005699992;1.034388;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:40 PM;6.759995;2.559998;0.4273072;0.3362808;0.2900618;0.7768184;0.4927848;0.4689972;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0;1.03259;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:40 PM;6.759995;0;0.4273072;0.3362808;0.2900618;0.7768184;0.4927848;0.4689972;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0;1.03259;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:40 PM;7.219994;3.679997;0.4343072;0.3362808;0.2900618;0.7873728;0.4867513;0.4625067;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.006999999;1.034792;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:40 PM;7.219994;0;0.4343072;0.3362808;0.2900618;0.7873728;0.4867513;0.4625067;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.006999999;1.034792;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:41 PM;7.599994;3.039998;0.4304072;0.3362808;0.2900618;0.7815155;0.4901243;0.4661368;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;False;0.003100008;1.033572;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:41 PM;7.599994;3.039998;0.4317072;0.3362808;0.2900618;0.7834744;0.4890033;0.4649307;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;False;0.004400015;1.033981;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:41 PM;0.12;0.9599996;0.4322569;0.3412305;0.2900618;0.7780787;0.4931679;0.4559255;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.007000002;1.027856;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:41 PM;0.12;0;0.4322569;0.3412305;0.2900618;0.7780787;0.4931679;0.4559255;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.007000002;1.027856;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:41 PM;0.34;1.759999;0.4313377;0.3403113;0.2900618;0.7778476;0.4930976;0.4583593;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.005699982;1.02873;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
21;1;12/15/2024 7:39:41 PM;0.34;0;0.4313377;0.3403113;0.2900618;0.7778476;0.4930976;0.4583593;0.4273072;0.3362808;0.2900618;0.7768185;0.4927848;0.4689972;True;0.005699982;1.02873;1;0;1;No sex was set...;No eye correction was set...;No sight type was set...;3;4;5
